0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0
0.001979,0,0,0,0,0,0,0,0,0,0
0.0029389,4.3149e-07,0,0,0,0,0,0,0,0,0
0.0038847,2.5654e-06,0,0,0,0,0,0,0,0,0
0.004821,7.6331e-06,0,0,0,0,0,0,0,0,0
0.0057524,1.6834e-05,0,0,0,0,0,0,0,0,0
0.0066837,3.1346e-05,0,0,0,0,0,0,0,0,0
0.0076193,5.2329e-05,0,0,0,0,0,0,0,0,0
0.0085639,8.0937e-05,0,0,0,0,0,0,0,0,0
0.0095219,0.00011832,0,0,0,0,0,0,0,0,0
0.010498,0.00016564,0,0,0,0,0,0,0,0,0
0.011497,0.00022407,0,0,0,0,0,0,0,0,0
0.012523,0.0002948,0,0,0,0,0,0,0,0,0
0.013582,0.00037905,0,0,0,0,0,0,0,0,0
0.014677,0.00047807,0,0,0,0,0,0,0,0,0
0.015815,0.00059317,0,0,0,0,0,0,0,0,0
0.017001,0.00072567,0,0,0,0,0,0,0,0,0
0.018239,0.00087699,0,0,0,0,0,0,0,0,0
0.019536,0.0010486,0,0,0,0,0,0,0,0,0
0.020898,0.0012419,0,0,0,0,0,0,0,0,0
0.02233,0.0014587,0,0,0,0,0,0,0,0,0
0.023839,0.0017006,0,0,0,0,0,0,0,0,0
0.025431,0.0019693,0,0,0,0,0,0,0,0,0
0.027114,0.0022667,0,0,0,0,0,0,0,0,0
0.028894,0.0025948,0,0,0,0,0,0,0,0,0
0.03078,0.0029557,0,0,0,0,0,0,0,0,0
0.032778,0.0033516,0,0,0,0,0,0,0,0,0
0.034898,0.0037848,0,0,0,0,0,0,0,0,0
0.037148,0.0042578,0,0,0,0,0,0,0,0,0
0.039537,0.0047732,0,0,0,0,0,0,0,0,0
0.042075,0.0053338,0,0,0,0,0,0,0,0,0
0.044771,0.0059424,0,0,0,0,0,0,0,0,0
0.047635,0.0066021,0,0,0,0,0,0,0,0,0
0.050679,0.0073163,0,0,0,0,0,0,0,0,0
0.053913,0.0080882,0,0,0,0,0,0,0,0,0
0.057349,0.0089216,0,0,0,0,0,0,0,0,0
0.060999,0.0098202,0,0,0,0,0,0,0,0,0
0.064874,0.010788,0,0,0,0,0,0,0,0,0
0.068988,0.011829,0,0,0,0,0,0,0,0,0
0.073352,0.012948,0,0,0,0,0,0,0,0,0
0.077981,0.014149,0,0,0,0,0,0,0,0,0
0.082887,0.015437,0,0,0,0,0,0,0,0,0
0.088084,0.016818,0,0,0,0,0,0,0,0,0
0.093585,0.018295,0,0,0,0,0,0,0,0,0
0.099403,0.019875,0,0,0,0,0,0,0,0,0
0.10555,0.021563,0,0,0,0,0,0,0,0,0
0.11205,0.023365,0,0,0,0,0,0,0,0,0
0.11889,0.025287,0,0,0,0,0,0,0,0,0
0.12611,0.027333,0,0,0,0,0,0,0,0,0
0.13371,0.029512,0,0,0,0,0,0,0,0,0
0.1417,0.031828,0,0,0,0,0,0,0,0,0
0.15008,0.034288,0,0,0,0,0,0,0,0,0
0.15888,0.036898,0,0,0,0,0,0,0,0,0
0.16809,0.039664,0,0,0,0,0,0,0,0,0
0.17772,0.042592,0,0,0,0,0,0,0,0,0
0.18777,0.045689,0,0,0,0,0,0,0,0,0
0.19825,0.048959,0,0,0,0,0,0,0,0,0
0.20915,0.052409,0,0,0,0,0,0,0,0,0
0.22046,0.056044,0,0,0,0,0,0,0,0,0
0.2322,0.059867,0,0,0,0,0,0,0,0,0
0.24433,0.063885,0,0,0,0,0,0,0,0,0
0.25686,0.068099,0,0,0,0,0,0,0,0,0
0.26976,0.072514,0,0,0,0,0,0,0,0,0
0.28301,0.077131,0,0,0,0,0,0,0,0,0
0.2966,0.081953,0,0,0,0,0,0,0,0,0
0.31049,0.086979,0,0,0,0,0,0,0,0,0
0.32467,0.092209,0,0,0,0,0,0,0,0,0
0.33908,0.09764,0,0,0,0,0,0,0,0,0
0.3537,0.10327,0,0,0,0,0,0,0,0,0
0.36849,0.10909,0,0,0,0,0,0,0,0,0
0.3834,0.11511,0,0,0,0,0,0,0,0,0
0.39839,0.1213,0,0,0,0,0,0,0,0,0
0.4134,0.12766,0,0,0,0,0,0,0,0,0
0.42839,0.13417,0,0,0,0,0,0,0,0,0
0.44329,0.14083,0,0,0,0,0,0,0,0,0
0.45806,0.14761,0,0,0,0,0,0,0,0,0
0.47264,0.1545,0,0,0,0,0,0,0,0,0
0.48697,0.16147,0,0,0,0,0,0,0,0,0
0.50099,0.1685,0,0,0,0,0,0,0,0,0
0.51464,0.17557,0,0,0,0,0,0,0,0,0
0.52789,0.18265,0,0,0,0,0,0,0,0,0
0.54069,0.18971,0,0,0,0,0,0,0,0,0
0.55299,0.19673,0,0,0,0,0,0,0,0,0
0.56478,0.20368,0,0,0,0,0,0,0,0,0
0.57602,0.21055,0,0,0,0,0,0,0,0,0
0.58671,0.21732,0,0,0,0,0,0,0,0,0
0.59683,0.22397,0,0,0,0,0,0,0,0,0
0.60641,0.23049,0,0,0,0,0,0,0,0,0
0.61543,0.23687,0,0,0,0,0,0,0,0,0
0.62393,0.2431,0,0,0,0,0,0,0,0,0
0.6319,0.24919,0,0,0,0,0,0,0,0,0
0.63938,0.25512,0,0,0,0,0,0,0,0,0
0.64639,0.2609,0,0,0,0,0,0,0,0,0
0.65294,0.26653,0,0,0,0,0,0,0,0,0
0.65906,0.272,0,0,0,0,0,0,0,0,0
0.66478,0.27733,0,0,0,0,0,0,0,0,0
0.67012,0.2825,0,0,0,0,0,0,0,0,0
0.6751,0.28753,0,0,0,0,0,0,0,0,0
0.67974,0.29242,0,0,0,0,0,0,0,0,0
