HDHF,HDLF,LDHF,LDLF
0.188630618368899,0.638904664477662,0.198960213362223,0.37590512921265
0.188567132003098,0.639625286723684,0.198862249349129,0.377539292812354
0.188507670127838,0.640275543524249,0.198771615640693,0.37919834819559
0.18845185514188,0.640861923107862,0.198687692754213,0.380886200855686
0.188399353480943,0.641390384787536,0.198609922019722,0.38260687205694
0.188349869942748,0.641866388739015,0.198537798696095,0.384364445111623
0.188303142801474,0.642294926908855,0.198470865961127,0.386163036187286
0.188258939590852,0.642680554271411,0.198408709652799,0.388006785829727
0.188217053455945,0.643027419825914,0.19835095365834,0.389899867227086
0.188177299990348,0.643339296870455,0.198297255863643,0.391846507530601
0.188139514489204,0.643619612211167,0.198247304588565,0.393851019119626
0.188103549559425,0.643871474064866,0.198200815444533,0.395917838401754
